code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	categories_en	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_en	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_en	ingredients_text	allergens	allergens_en	traces	traces_tags	traces_en	serving_size	serving_quantity	no_nutriments	additives_n	additives	additives_tags	additives_en	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_uk	nutrition_grade_fr	pnns_groups_1	pnns_groups_2	states	states_tags	states_en	main_category	main_category_en	image_url	image_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
10	http://world-en.openfoodfacts.org/product/10/madeleines-nature-bijou	jeanbono	1476947941	2016-10-20T07:19:01Z	1476954879	2016-10-20T09:14:39Z	Madeleines nature		880 g	Carton,Plastique	carton,plastique	Bijou	bijou	Snacks sucrés,Desserts,Biscuits et gâteaux,Gâteaux,Madeleines	en:sugary-snacks,en:desserts,en:biscuits-and-cakes,en:cakes,en:madeleines	Sugary snacks,Desserts,Biscuits and cakes,Cakes,Madeleines													Lyon,France	M2I	France	en:france	France	Farine de _blé_, huile de colza, sucre, _oeufs_ frais 18%, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium, carbonates de sodium, diphosphates (_blé_), sel, émulsifiants : mono et diglycérides d'acides gras, _lait_ écrémé en poudre, arôme.	blé, oeufs, blé, lait		Soja,Fruits à coque	en:nuts,en:soybeans	Nuts,Soybeans	17.6g	17.6		5.0	 [ farine-de-ble -> fr:farine-de-ble  ]  [ farine-de -> fr:farine-de  ]  [ farine -> fr:farine  ]  [ huile-de-colza -> fr:huile-de-colza  ]  [ huile-de -> fr:huile-de  ]  [ huile -> fr:huile  ]  [ sucre -> fr:sucre  ]  [ oeufs-frais-18 -> fr:oeufs-frais-18  ]  [ oeufs-frais -> fr:oeufs-frais  ]  [ oeufs -> fr:oeufs  ]  [ sirop-de-glucose-fructose -> fr:sirop-de-glucose-fructose  ]  [ sirop-de-glucose -> fr:sirop-de-glucose  ]  [ sirop-de -> fr:sirop-de  ]  [ sirop -> fr:sirop  ]  [ stabilisant -> fr:stabilisant  ]  [ glycerol -> en:e422  -> exists  -- ok  ]  [ poudres-a-lever -> fr:poudres-a-lever  ]  [ poudres-a -> fr:poudres-a  ]  [ poudres -> fr:poudres  ]  [ carbonates-d-ammonium -> en:e503  -> exists  -- ok  ]  [ carbonates-de-sodium -> en:e500  -> exists  -- ok  ]  [ diphosphates -> en:e450  -> exists  -- ok  ]  [ ble -> fr:ble  ]  [ sel -> fr:sel  ]  [ emulsifiants -> fr:emulsifiants  ]  [ mono-et-diglycerides-d-acides-gras -> en:e471  -> exists  -- ok  ]  [ lait-ecreme-en-poudre -> fr:lait-ecreme-en-poudre  ]  [ lait-ecreme-en -> fr:lait-ecreme-en  ]  [ lait-ecreme -> fr:lait-ecreme  ]  [ lait -> fr:lait  ]  [ arome -> fr:arome  ] 	en:e422,en:e450,en:e471,en:e500,en:e503	E422 - Glycerol,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates	0.0			1.0		e471-mono-et-diglycerides-d-acides-gras-alimentaires		d	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded	en:sugary-snacks	Sugary snacks			1900.0		23.0	2.5																																			55.0	26.0									1.5	6.0				0.66	0.25984251968503896																																										12.0	12.0							
11	http://world-en.openfoodfacts.org/product/11	date-limite-app	1481416371	2016-12-11T00:32:51Z	1481416371	2016-12-11T00:32:51Z																									en:TW	en:taiwan	Taiwan																								en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging-code-to-be-completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded																																																																																																													
24	http://world-en.openfoodfacts.org/product/24/100-soja-protein-vanille-allfitnessfactory-de	allfitnessfactory-de	1484289130	2017-01-13T06:32:10Z	1490373603	2017-03-24T16:40:03Z	100% Soja Protein Vanille	100% Soja Protein Vanille Geschmack	2 kg	bucket	bucket	allfitnessfactory.de	allfitnessfactory-de	de:Proteinpulver	en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders	Dietary supplements,Bodybuilding supplements,Protein powders	Germany	germany	Germany	germany	Vegetarisch,Vegan	en:vegetarian,en:vegan	Vegetarian,Vegan						Germany	allfitnessfactory.de	Deutschland	en:germany	Germany	100% Soja-Protein-Isolat (_Soja_), Aroma, Süßstoff Natrium-Saccharin.	Soja		Gluten,Milch,Schalenfrüchte	en:gluten,en:milk,en:nuts	Gluten,Milk,Nuts	25 g	25.0		0.0	 [ 100-soja-protein-isolat -> de:100-soja-protein-isolat  ]  [ soja -> de:soja  ]  [ aroma -> de:aroma  ]  [ sussstoff-natrium-saccharin -> de:sussstoff-natrium-saccharin  ] 			0.0			0.0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging-code-to-be-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded	en:dietary-supplements	Dietary supplements			1590.0		0.5																																				1.1											88.5																																																							
30	http://world-en.openfoodfacts.org/product/30/cakes-raisins-bijou	beniben	1481840144	2016-12-15T22:15:44Z	1481840644	2016-12-15T22:24:04Z	Cakes Raisins	Pâtisseries aux raisins secs.	900 g	boîte,carton,plastique,sachet	boite,carton,plastique,sachet	Bijou	bijou	Cakes aux raisins,Cakes,Gâteaux	en:sugary-snacks,en:biscuits-and-cakes,en:cakes,fr:cakes-aux-raisins	Sugary snacks,Biscuits and cakes,Cakes,fr:Cakes-aux-raisins			France	france	Fabriqué en France,Point Vert	en:green-dot,en:made-in-france	Green Dot,Made in France						France,Nantes	Correspondance	France	en:france	France	Farine de _blé_, _œufs_ frais, huile de colza, sucre, raisins secs 13% (raisins, huile de colza, dextrose), sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates (_blé_), sel, _lait_ écrémé en poudre, émulsifiants : mono et diglycérides d’acides gras, arôme naturel d'orange.	blé, œufs, blé, lait		Soja,Fruits à coque	en:nuts,en:soybeans	Nuts,Soybeans	30 g	30.0		5.0	 [ farine-de-ble -> fr:farine-de-ble  ]  [ farine-de -> fr:farine-de  ]  [ farine -> fr:farine  ]  [ oeufs-frais -> fr:oeufs-frais  ]  [ oeufs -> fr:oeufs  ]  [ huile-de-colza -> fr:huile-de-colza  ]  [ huile-de -> fr:huile-de  ]  [ huile -> fr:huile  ]  [ sucre -> fr:sucre  ]  [ raisins-secs-13 -> fr:raisins-secs-13  ]  [ raisins-secs -> fr:raisins-secs  ]  [ raisins -> fr:raisins  ]  [ raisins -> fr:raisins  ]  [ huile-de-colza -> fr:huile-de-colza  ]  [ huile-de -> fr:huile-de  ]  [ huile -> fr:huile  ]  [ dextrose -> fr:dextrose  ]  [ sirop-de-glucose-fructose -> fr:sirop-de-glucose-fructose  ]  [ sirop-de-glucose -> fr:sirop-de-glucose  ]  [ sirop-de -> fr:sirop-de  ]  [ sirop -> fr:sirop  ]  [ stabilisant -> fr:stabilisant  ]  [ glycerol -> en:e422  -> exists  -- ok  ]  [ poudres-a-lever -> fr:poudres-a-lever  ]  [ poudres-a -> fr:poudres-a  ]  [ poudres -> fr:poudres  ]  [ carbonates-d-ammonium -> en:e503  -> exists  -- ok  ]  [ carbonates-de-sodium -> en:e500  -> exists  -- ok  ]  [ diphosphates -> en:e450  -> exists  -- ok  ]  [ ble -> fr:ble  ]  [ sel -> fr:sel  ]  [ lait-ecreme-en-poudre -> fr:lait-ecreme-en-poudre  ]  [ lait-ecreme-en -> fr:lait-ecreme-en  ]  [ lait-ecreme -> fr:lait-ecreme  ]  [ lait -> fr:lait  ]  [ emulsifiants -> fr:emulsifiants  ]  [ mono-et-diglycerides-d-acides-gras -> en:e471  -> exists  -- ok  ]  [ arome-naturel-d-orange -> fr:arome-naturel-d-orange  ]  [ arome-naturel-d -> fr:arome-naturel-d  ]  [ arome-naturel -> fr:arome-naturel  ]  [ arome -> fr:arome  ] 	en:e422,en:e450,en:e471,en:e500,en:e503	E422 - Glycerol,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates	0.0			1.0		e471-mono-et-diglycerides-d-acides-gras-alimentaires		d	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging-code-to-be-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded	en:sugary-snacks	Sugary snacks			1768.0		19.0	2.5																																			56.0	28.0									1.8	5.8				0.65	0.255905511811024																																										13.0	13.0							
31	http://world-en.openfoodfacts.org/product/31/cakes-aux-fruits-bijou	beniben	1468014954	2016-07-08T21:55:54Z	1471551390	2016-08-18T20:16:30Z	Cakes aux Fruits	Pâtisseries aux fruits confits et aux raisins secs au rhum	600 g	Boîte,Carton,Sachet,Plastique	boite,carton,sachet,plastique	Bijou	bijou	Snacks sucrés,Desserts,Biscuits et gâteaux,Gâteaux,Pâtisseries,Cakes aux fruits	en:sugary-snacks,en:desserts,en:biscuits-and-cakes,en:cakes,en:pastries,en:fruit-cakes	Sugary snacks,Desserts,Biscuits and cakes,Cakes,Pastries,Fruit cakes			France,Limousin,87500,Saint-Yrieux	france,limousin,87500,saint-yrieux	Point Vert,Fabriqué en France	en:green-dot,en:made-in-france	Green Dot,Made in France						Nantes,France	Catalogue Bijou	France	en:france	France	Fruits 37.4% [fruits confits 21,5% [fruits (pastèque, bigarreaux, écorce d’orange), sirop de glucose-fructose, sucre, conservateurs : sorbate de potassium - anhydride sulfureux, colorants : caramel ordinaire - E120, E133, correcteur d’acidité : acide citrique], raisins secs au rhum 15.9%, farine de blé, huile de colza, œufs frais, sucre, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d’ammonium - carbonates de sodium - diphosphates (blé), sel, émulsifiants : mono et diglycérides d’acides gras, lait écrémé en poudre, arôme naturel d’orange. 			Fruits à coque,Soja	en:nuts,en:soybeans	Nuts,Soybeans	30 g	30.0		11.0	 [ fruits-37-4 -> fr:fruits-37-4  ]  [ fruits-37 -> fr:fruits-37  ]  [ fruits -> fr:fruits  ]  [ fruits-confits-21 -> fr:fruits-confits-21  ]  [ fruits-confits -> fr:fruits-confits  ]  [ fruits -> fr:fruits  ]  [ 5 -> en:fd-c  ]  [ fruits -> fr:fruits  ]  [ pasteque -> fr:pasteque  ]  [ bigarreaux -> fr:bigarreaux  ]  [ ecorce-d-orange -> fr:ecorce-d-orange  ]  [ ecorce-d -> fr:ecorce-d  ]  [ ecorce -> fr:ecorce  ]  [ sirop-de-glucose-fructose -> fr:sirop-de-glucose-fructose  ]  [ sirop-de-glucose -> fr:sirop-de-glucose  ]  [ sirop-de -> fr:sirop-de  ]  [ sirop -> fr:sirop  ]  [ sucre -> fr:sucre  ]  [ conservateurs -> fr:conservateurs  ]  [ sorbate-de-potassium -> en:e202  -> exists  -- ok  ]  [ anhydride-sulfureux -> en:e220  -> exists  -- ok  ]  [ colorants -> fr:colorants  ]  [ caramel-ordinaire -> en:e150a  -> exists  -- ok  ]  [ e120 -> en:e120  -> exists  -- ok  ]  [ e133 -> en:e133  -> exists  -- ok  ]  [ correcteur-d-acidite -> fr:correcteur-d-acidite  ]  [ correcteur-d -> fr:correcteur-d  ]  [ correcteur -> fr:correcteur  ]  [ acide-citrique -> en:e330  -> exists  -- ok  ]  [ raisins-secs-au-rhum-15-9 -> fr:raisins-secs-au-rhum-15-9  ]  [ raisins-secs-au-rhum-15 -> fr:raisins-secs-au-rhum-15  ]  [ raisins-secs-au-rhum -> fr:raisins-secs-au-rhum  ]  [ raisins-secs-au -> fr:raisins-secs-au  ]  [ raisins-secs -> fr:raisins-secs  ]  [ raisins -> fr:raisins  ]  [ farine-de-ble -> fr:farine-de-ble  ]  [ farine-de -> fr:farine-de  ]  [ farine -> fr:farine  ]  [ huile-de-colza -> fr:huile-de-colza  ]  [ huile-de -> fr:huile-de  ]  [ huile -> fr:huile  ]  [ oeufs-frais -> fr:oeufs-frais  ]  [ oeufs -> fr:oeufs  ]  [ sucre -> fr:sucre  ]  [ sirop-de-glucose-fructose -> fr:sirop-de-glucose-fructose  ]  [ sirop-de-glucose -> fr:sirop-de-glucose  ]  [ sirop-de -> fr:sirop-de  ]  [ sirop -> fr:sirop  ]  [ stabilisant -> fr:stabilisant  ]  [ glycerol -> en:e422  -> exists  -- ok  ]  [ poudres-a-lever -> fr:poudres-a-lever  ]  [ poudres-a -> fr:poudres-a  ]  [ poudres -> fr:poudres  ]  [ carbonates-d-ammonium -> en:e503  -> exists  -- ok  ]  [ carbonates-de-sodium -> en:e500  -> exists  -- ok  ]  [ diphosphates -> en:e450  -> exists  -- ok  ]  [ ble -> fr:ble  ]  [ sel -> fr:sel  ]  [ emulsifiants -> fr:emulsifiants  ]  [ mono-et-diglycerides-d-acides-gras -> en:e471  -> exists  -- ok  ]  [ lait-ecreme-en-poudre -> fr:lait-ecreme-en-poudre  ]  [ lait-ecreme-en -> fr:lait-ecreme-en  ]  [ lait-ecreme -> fr:lait-ecreme  ]  [ lait -> fr:lait  ]  [ arome-naturel-d-orange -> fr:arome-naturel-d-orange  ]  [ arome-naturel-d -> fr:arome-naturel-d  ]  [ arome-naturel -> fr:arome-naturel  ]  [ arome -> fr:arome  ] 	en:e120,en:e133,en:e150a,en:e202,en:e220,en:e330,en:e422,en:e450,en:e471,en:e500,en:e503	E120 - Cochineal,E133 - Brilliant blue FCF,E150a - Plain caramel,E202 - Potassium sorbate,E220 - Sulphur dioxide,E330 - Citric acid,E422 - Glycerol,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates	0.0			1.0		e471-mono-et-diglycerides-d-acides-gras-alimentaires		d	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded	en:sugary-snacks	Sugary snacks			1670.0		15.0	2.0																																			60.0	34.0									1.5	4.9				0.6	0.23622047244094502																																				37.4						12.0	12.0							
50	http://world-en.openfoodfacts.org/product/50/financiers-aux-amandes-bijou	openfoodfacts-contributors	1480541444	2016-11-30T21:30:44Z	1480542021	2016-11-30T21:40:21Z	Financiers aux Amandes	Pâtisseries fondantes à la poudre d'amande.	660 g (30 pâtisseries)	Boîte carton,Sachet plastique	boite-carton,sachet-plastique	Bijou	bijou	Snacks sucrés,Biscuits et gâteaux,Desserts,Gâteaux,Pâtisseries,Financiers	en:sugary-snacks,en:desserts,en:biscuits-and-cakes,en:cakes,en:pastries,fr:financiers	Sugary snacks,Desserts,Biscuits and cakes,Cakes,Pastries,fr:Financiers			France,87500	france,87500	Point Vert,Fabriqué en France	en:green-dot,en:made-in-france	Green Dot,Made in France						France,Nantes	Correspondance	France	en:france	France	Sucre, blanc d’_œufs_ frais, poudre d’_amande_ 16.5%, _beurre_ pâtissier, farine de _blé_, _œufs_ frais, sirop de glucose-fructose, stabilisant : glycérol, sel, poudres à lever : carbonates de sodium - diphosphates (_blé_), arôme.	œufs, amande, beurre, blé, œufs, blé		Fruits à coque,Soja	en:nuts,en:soybeans	Nuts,Soybeans	22 g	22.0		3.0	 [ sucre -> fr:sucre  ]  [ blanc-d-oeufs-frais -> fr:blanc-d-oeufs-frais  ]  [ blanc-d-oeufs -> fr:blanc-d-oeufs  ]  [ blanc-d -> fr:blanc-d  ]  [ blanc -> fr:blanc  ]  [ poudre-d-amande-16-5 -> fr:poudre-d-amande-16-5  ]  [ poudre-d-amande-16 -> fr:poudre-d-amande-16  ]  [ poudre-d-amande -> fr:poudre-d-amande  ]  [ poudre-d -> fr:poudre-d  ]  [ poudre -> fr:poudre  ]  [ beurre-patissier -> fr:beurre-patissier  ]  [ beurre -> fr:beurre  ]  [ farine-de-ble -> fr:farine-de-ble  ]  [ farine-de -> fr:farine-de  ]  [ farine -> fr:farine  ]  [ oeufs-frais -> fr:oeufs-frais  ]  [ oeufs -> fr:oeufs  ]  [ sirop-de-glucose-fructose -> fr:sirop-de-glucose-fructose  ]  [ sirop-de-glucose -> fr:sirop-de-glucose  ]  [ sirop-de -> fr:sirop-de  ]  [ sirop -> fr:sirop  ]  [ stabilisant -> fr:stabilisant  ]  [ glycerol -> en:e422  -> exists  -- ok  ]  [ sel -> fr:sel  ]  [ poudres-a-lever -> fr:poudres-a-lever  ]  [ poudres-a -> fr:poudres-a  ]  [ poudres -> fr:poudres  ]  [ carbonates-de-sodium -> en:e500  -> exists  -- ok  ]  [ diphosphates -> en:e450  -> exists  -- ok  ]  [ ble -> fr:ble  ]  [ arome -> fr:arome  ] 	en:e422,en:e450,en:e500	E422 - Glycerol,E450 - Diphosphates,E500 - Sodium carbonates	0.0			0.0				e	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded	To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging-code-to-be-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded	en:sugary-snacks	Sugary snacks			1868.0		23.0	10.0																																			51.0	39.0									1.7	8.0				0.55	0.216535433070866																																										22.0	22.0							
